ID,词,NUM,chinese_text,图,词性,explain,eng_text,jp_text,ara_text,fr_text,de_text,pt_text,spa_text,ru_text
72748,逸,,逸,"好,松,感觉",A,,,,,,,,,
72750,悠闲,,悠闲,"好,松,感觉",A,,,,,,,,,
72754,悠然,,悠然,"好,松,感觉",A,,,,,,,,,
72762,闲,,闲,"无A,事",A,,,,,,,,,
72764,空,3,空时,"时间,事,无",N,,,,,,,,,
72765,空,4,空闲,"无A,事",A,,,,,,,,,
72780,丑,1,丑,"美,反",A,,,,,,,,,
72784,丑陋,,丑陋,"美,反",A,,,,,,,,,
72786,陋,2,丑,"美,反",A,,,,,,,,,
72798,英俊,,英俊,美,A,,,,,,,,,
72802,俊,,俊,美,A,,,,,,,,,
72812,俏,2,紧俏,"缺少A,紧",A,,,,,,,,,
72821,曼,,曼,美,A,,,,,,,,,
72844,秀美,,秀美,美,A,,,,,,,,,
72848,秀气,,秀气,美,A,,,,,,,,,
72863,壮丽,,壮丽,"美,大,强",A,,,,,,,,,
72877,妍,,妍,"美,清楚",A,,,,,,,,,
72879,浓艳,,浓艳,"色,清楚",A,,,,,,,,,
72889,绚丽,,绚丽,"美,清楚",A,,,,,,,,,
72891,万紫千红,,万紫千红,"美,红,多",A,,,,,,,,,
72893,绮丽,,绮丽,"美,清楚",A,,,,,,,,,
72913,娇,,娇,"美,使,喜欢",A,,,,,,,,,
72917,娇艳,,娇艳,美,A,,,,,,,,,
72949,雅,,雅,"美,风格",A,,,,,,,,,
72957,幽雅,,幽雅,"美,风格",A,,,,,,,,,
72965,美,2,美国,"国家,U,S",NS,,,,,,,,,
72971,优美,,优美,美,A,,,,,,,,,
72977,丽,,丽,美,A,,,,,,,,,
72989,靓,,靓,美,A,,,,,,,,,
72991,帅,1,美,美,A,,,,,,,,,
72996,荒,2,荒芜,"缺少A,生命",A,,,,,,,,,
73004,瘠,,瘠,"成分,生物,缺少A",A,,,,,,,,,
73008,肥,3,肥沃,"充分,成分,生物",A,,,,,,,,,
73009,肥沃,,肥沃,"充分,成分,生物",A,,,,,,,,,
73021,空,1,空的,无A,A,,,,,,,,,
73023,空,5,天空,天空,N,,,,,,,,,
73024,空白,,空白,无N,N,,,,,,,,,
73028,光秃秃,,光秃秃,无A,A,,,,,,,,,
73032,光秃,,光秃,无A,A,,,,,,,,,
73041,盛,1,旺盛,旺盛,A,,,,,,,,,
73043,丰,2,旺盛,"旺盛,多",A,,,,,,,,,
73044,茂盛,,茂盛,"旺盛,多",A,,,,,,,,,
73046,繁茂,,繁茂,"旺盛,多",A,,,,,,,,,
73048,茂,,茂,"旺盛,多",A,,,,,,,,,
73050,红火,,红火,旺盛,A,,,,,,,,,
73054,丰茂,,丰茂,"旺盛,多",A,,,,,,,,,
73058,郁,1,旺盛,"旺盛,多",A,,,,,,,,,
73060,毛茸茸,,毛茸茸,"毛,紧,多",A,,,,,,,,,
73072,葱茏,,葱茏,"旺盛,多",A,,,,,,,,,
73086,密,1,紧,"紧,多",A,,,,,,,,,
73087,稠密,,稠密,"紧,多",A,,,,,,,,,
73089,浓密,,浓密,"紧,多",A,,,,,,,,,
73092,疏密,,疏密,"紧,多",A,,,,,,,,,
73102,满,1,充分,充分,A,,,,,,,,,
73119,实,1,充分,充分,A,,,,,,,,,
73121,实,2,真实,"真,具体",A,,,,,,,,,
73126,疏,1,疏松,松,A,,,,,,,,,
73129,稀稀拉拉,,稀稀拉拉,松,A,,,,,,,,,
73140,美好,,美好,"美,好",A,,,,,,,,,
73142,光明,2,好,"美,好",A,,,,,,,,,
73160,腐败,1,腐败的,"坏,道德,逐渐",A,,,,,,,,,
73164,糜烂,,糜烂,"成分,细胞,坏",A,,,,,,,,,
73167,暗,2,(动词),"变,弱,光",V,,,,,,,,,
73168,暗,1,(形容词),"弱,光",A,,,,,,,,,
73170,暗,3,悄悄,秘密D,ad,,,,,,,,,
73173,幽幽,,幽幽,"弱,光",A,,,,,,,,,
73175,黯,,黯,"弱,光",A,,,,,,,,,
73177,幽暗,,幽暗,"弱,光",A,,,,,,,,,
73181,晦暗,,晦暗,"弱,光",A,,,,,,,,,
73193,暗淡,,暗淡,"弱,光",A,,,,,,,,,
73199,昏黄,,昏黄,"黄,灰",A,,,,,,,,,
73206,黑洞洞,,黑洞洞,黑,A,,,,,,,,,
73208,黑沉沉,,黑沉沉,黑,A,,,,,,,,,
73210,黑糊糊,,黑糊糊,"乱,黑",A,,,,,,,,,
73222,亮,1,明亮,"强,光",A,,,,,,,,,
73224,亮,4,光,光,N,,,,,,,,,
73227,明,2,亮,"ZA,光",A,,,,,,,,,
73228,光亮,,光亮,光,A,,,,,,,,,
73236,明晃晃,,明晃晃,"强,光,很",A,,,,,,,,,
73238,粼粼,,粼粼,光A,A,,,,,,,,,
73262,皎洁,,皎洁,"光A,白",A,,,,,,,,,
73266,无瑕,,无瑕,"无A,坏,方面",A,,,,,,,,,
73270,灼灼,,灼灼,"光,强",A,,,,,,,,,
73272,炯炯,,炯炯,"光,强",A,,,,,,,,,
73278,辉煌,,辉煌,"美,光",A,,,,,,,,,
73280,耀眼,,耀眼,"强,光,很",A,,,,,,,,,
73284,刺眼,,刺眼,"眼,反应,使",A,,,,,,,,,
73288,灿,,灿,"强,光,很",A,,,,,,,,,
73306,影影绰绰,,影影绰绰,"清楚,不",A,,,,,,,,,
73316,恍惚,,恍惚,"清楚,不",A,,,,,,,,,
73318,迷离,,迷离,"清楚,不",A,,,,,,,,,
73320,惺忪,,惺忪,"清楚,不",A,,,,,,,,,
73324,模糊,,不清,"清楚,反",A,,,,,,,,,
73325,不清,,不清,"清楚,不",A,,,,,,,,,
73329,渺,,渺,"小,很",A,,,,,,,,,
73331,迷茫,,迷茫,"清楚,不",A,,,,,,,,,
73333,迷蒙,,迷蒙,"清楚,不",A,,,,,,,,,
73343,明晰,,明晰,清楚,A,,,,,,,,,
73345,一清二楚,,一清二楚,"清楚,很",A,,,,,,,,,
73356,义不容辞,,义不容辞,"道德,A要求",A,,,,,,,,,
73362,另,,另,其他,A,,,,,,,,,
73364,别的,,别的,其他,A,,,,,,,,,
73372,分外,1,其他,"其他,超过",A,,,,,,,,,
73374,额外,,额外,"其他,超过",A,,,,,,,,,
73376,而外,,而外,其他,A,,,,,,,,,
73380,公共,,公共,"一起,社会",A,,,,,,,,,
73387,私,1,私人,"ZA,自己",A,,,,,,,,,
73391,国产,,国产,"生产,国家,自己",A,,,,,,,,,
73393,土,3,本土,"ZA,地方,这",A,,,,,,,,,
73395,外来,,外来,"外,来",A,,,,,,,,,
73397,洋,2,海,海,N,,,,,,,,,
73401,难,3,不好,"好,不",D,,,,,,,,,
73402,困难,2,难,难,A,,,,,,,,,
73404,不易,,不易,"容易,不",A,,,,,,,,,
73406,好容易,,好容易,"很,D难",A,,,,,,,,,
73408,好不容易,,好不容易,"很,D难",A,,,,,,,,,
73410,疑难,,疑难,"难,知道",A,,,,,,,,,
73412,高难,,高难,"难,很",A,,,,,,,,,
73422,难于,,难于,难,A,,,,,,,,,
73431,历时,,历时,"经过,时间",V,,,,,,,,,
73433,费力,,费力,"力,大,少V,用",A,,,,,,,,,
73435,费劲,,费劲,"力,大,少V,用",A,,,,,,,,,
73439,费事,,费事,"事,多,少V,用",A,,,,,,,,,
73448,繁重,,繁重,"难,多",A,,,,,,,,,
73450,险,2,(形容词),危险,A,,,,,,,,,
73454,艰险,,艰险,"危险N,难",A,,,,,,,,,
73456,险峻,,险峻,"危险N,大",A,,,,,,,,,
73499,好,2,容易,容易,A,,,,,,,,,
73500,易,1,容易,容易,A,,,,,,,,,
73511,轻而易举,,轻而易举,容易,A,,,,,,,,,
73523,深邃,1,深奥,"难,知道,清楚",A,,,,,,,,,
73527,深奥,,深奥,"难,知道,清楚",A,,,,,,,,,
73529,奥,3,深奥,"难,知道,清楚",A,,,,,,,,,
73530,精微,,精微,"难,知道,清楚",A,,,,,,,,,
73532,艰深,,艰深,"难,知道,清楚",A,,,,,,,,,
73534,精深,,精深,"难,知道,清楚",A,,,,,,,,,
73538,玄,,玄,"难,知道,清楚",A,,,,,,,,,
73550,涩,,涩,"顺,反",A,,,,,,,,,
73552,晦涩,,晦涩,"难,知道,清楚",A,,,,,,,,,
73556,费解,,费解,"难,知道,清楚",A,,,,,,,,,
73562,静,,静,停A,A,,,,,,,,,
73566,安静,,安静,"停A,声音",A,,,,,,,,,
73571,寂静,,寂静,"无A,声音",A,,,,,,,,,
73573,幽静,,幽静,"无A,声音,光,弱",A,,,,,,,,,
73585,恬静,,恬静,"无A,声音",A,,,,,,,,,
73587,静寂,,静寂,"无A,声音",A,,,,,,,,,
73589,静穆,,静穆,"无A,声音",A,,,,,,,,,
73593,静谧,,静谧,"无A,声音",A,,,,,,,,,
73595,僻静,,僻静,"无A,声音,边缘",A,,,,,,,,,
73599,清净,,清净,"无A,声音",A,,,,,,,,,
73605,肃静,,肃静,"无A,声音,态度,认真",A,,,,,,,,,
73625,孤立,,孤立,"使,缺少,一起",V,,,,,,,,,
73627,寂寞,,寂寞,"缺少A,一起",A,,,,,,,,,
73629,孤独,,孤独,"缺少A,一起",A,,,,,,,,,
73631,孤,,孤,"缺少A,一起",A,,,,,,,,,
73635,寂,,寂,"缺少A,一起",A,,,,,,,,,
73637,孤零零,,孤零零,"缺少A,一起",A,,,,,,,,,
73643,无助,,无助,"无A,帮助",A,,,,,,,,,
73657,单身,,单身,"1A,人",A,,,,,,,,,
73663,孤身,,孤身,"人,1D",A,,,,,,,,,
73686,阴森,,阴森,"怕,光,弱",A,,,,,,,,,
73693,偏僻,,偏僻,"边缘,难,找",A,,,,,,,,,
73695,背,7,偏僻,"边缘,难,找",A,,,,,,,,,
73700,清冷,,清冷,"少,冷",A,,,,,,,,,
73716,热闹,,热闹,"多,兴奋",A,,,,,,,,,
73725,火爆,,火爆,"强,热",A,,,,,,,,,
73736,车水马龙,,车水马龙,"乱,多",A,,,,,,,,,
73746,闹,1,(形容词),"声音,乱,强",A,,,,,,,,,
73748,闹,2,(动词),"使,乱,难",V,,,,,,,,,
73749,吵,2,闹,"乱,强,声音",A,,,,,,,,,
73756,喧闹,,喧闹,"强,乱,声音",A,,,,,,,,,
73762,喧哗,,喧哗,"乱,强,声音",A,,,,,,,,,
73766,嘈,,嘈,"乱,强,声音",A,,,,,,,,,
73768,喧嚷,,喧嚷,"乱,强,声音",A,,,,,,,,,
73773,喧,,喧,"乱,强,声音",A,,,,,,,,,
73777,闹腾,,闹腾,"乱,强,声音",A,,,,,,,,,
73786,沸沸扬扬,,沸沸扬扬,"乱,强,声音",A,,,,,,,,,
73792,拥,2,有,有,A,,,,,,,,,
73793,拥挤,,拥挤,"紧,多,压",A,,,,,,,,,
73795,挤,2,紧,"紧,多,压",A,,,,,,,,,
73808,博学,,博学,"多,知道N",A,,,,,,,,,
73820,老练,,老练,熟,A,,,,,,,,,
73842,善,3,善于,"关于,能力,强",A,,,,,,,,,
73843,善,4,容易,容易,A,,,,,,,,,
73844,滔滔不绝,,滔滔不绝,"停,不,一直",A,,,,,,,,,
73851,万能,2,都能,"可以,全",V,,,,,,,,,
73852,全能,,全能,"可以A,全",A,,,,,,,,,
73854,德才兼备,,德才兼备,"有,能力,和,道德",A,,,,,,,,,
73862,善于,,善于,"关于,能力,强",A,,,,,,,,,
73872,能干,,能干,"强,能力",A,,,,,,,,,
73873,能,3,能量,能量,N,,,,,,,,,
73874,能,2,能力,能力,N,,,,,,,,,
73876,精明,,精明,"能力,想,强",A,,,,,,,,,
73912,无知,,无知,"无A,知道N",A,,,,,,,,,
73934,没出息,,没出息,"无A,发展",A,,,,,,,,,
73970,深,4,强,强,A,,,,,,,,,
73971,深,3,深远,"长,时间",A,,,,,,,,,
73972,大,4,强,强,A,,,,,,,,,
73978,素,1,素净,"简单,普通",A,,,,,,,,,
73980,素,2,素的,"ZA,植物",A,,,,,,,,,
73982,彩色,,彩色,"多,色",A,,,,,,,,,
73984,彩,1,彩色的,"多,色",A,,,,,,,,,
73986,五彩缤纷,,五彩缤纷,"多,色",A,,,,,,,,,
74002,杂色,,杂色,"色,乱",A,,,,,,,,,
74029,富裕,,富裕,"充分,资金",A,,,,,,,,,
74032,富,1,富,"充分,资金",A,,,,,,,,,
74045,厚重,,厚重,"重量,充分",A,,,,,,,,,
74047,丰饶,,丰饶,"物,资金,充分",A,,,,,,,,,
74049,裕,,裕,充分,A,,,,,,,,,
74063,穷,,穷,"缺少A,资金",A,,,,,,,,,
74065,贫困,,贫困,"缺少A,资金,难",A,,,,,,,,,
74067,贫,1,穷,"缺少A,资金",A,,,,,,,,,
74081,贫贱,,贫贱,"弱,资金,缺少A",A,,,,,,,,,
74083,清苦,,清苦,"缺少A,资金,难",A,,,,,,,,,
74095,艰难,,艰难,"难,很",A,,,,,,,,,
74097,艰,,艰,难,A,,,,,,,,,
74101,窘,,窘,难,A,,,,,,,,,
74127,零乱,,零乱,乱,A,,,,,,,,,
74129,散乱,,散乱,乱,A,,,,,,,,,
74132,凌乱,,凌乱,乱,A,,,,,,,,,
74134,蓬乱,,蓬乱,乱,A,,,,,,,,,
74150,一窝蜂,,一窝蜂,乱,A,,,,,,,,,
74152,错乱,,错乱,乱,A,,,,,,,,,
74168,乱糟糟,,乱糟糟,乱,A,,,,,,,,,
74179,杂,,杂,"多,乱",A,,,,,,,,,
74203,有序,,有序,"符合,秩序",A,,,,,,,,,
74217,整齐,,整齐,"也V,秩序",A,,,,,,,,,
74219,整,4,整齐,"ZA,也V,秩序",A,,,,,,,,,
74220,齐,1,整齐,"ZA,也V,秩序",A,,,,,,,,,
74223,森严,,森严,"重要,认真,A秩序",A,,,,,,,,,
74246,和谐,,和谐,"符合A,一起",A,,,,,,,,,
74250,调谐,,调谐,符合,A,,,,,,,,,
74256,均匀,,均匀,"也V,分",A,,,,,,,,,
74258,匀,,匀,"ZA,也V,分",A,,,,,,,,,
74260,平衡,1,(形容词),"固定,也V",A,,,,,,,,,
74266,衡,,衡,"固定,也V",A,,,,,,,,,
74268,恭敬,,恭敬,"很,A尊重,形式",A,,,,,,,,,
74274,敬,2,尊重的,"ZA,尊重",A,,,,,,,,,
74275,毕恭毕敬,,毕恭毕敬,"很,A尊重,形式",A,,,,,,,,,
74277,虔敬,,虔敬,"很,A尊重,形式",A,,,,,,,,,
74288,冷冷,,冷冷,冷,A,,,,,,,,,
74291,冷漠,,冷漠,"态度,冷",A,,,,,,,,,
74296,淡漠,,淡漠,"态度,松,冷",A,,,,,,,,,
74304,淡然,,淡然,"态度,冷",A,,,,,,,,,
74308,满,2,满意,"达到,希望",V,,,,,,,,,
74310,高傲,,高傲,"高,态度",A,,,,,,,,,
74315,自豪,,自豪,"好,荣誉,自己",A,,,,,,,,,
74317,自居,,自居,"是,自己,认为",A,,,,,,,,,
74319,自负,,自负,"高,态度",A,,,,,,,,,
74326,自满,,自满,"高,态度",A,,,,,,,,,
74330,不可一世,,不可一世,"高,态度",A,,,,,,,,,
74334,骄傲自满,,骄傲自满,"高,态度",A,,,,,,,,,
74336,自命不凡,,自命不凡,"高,态度",A,,,,,,,,,
74384,骄傲,1,骄傲,"高,态度",A,,,,,,,,,
74386,傲慢,,傲慢,"尊重,不,态度,高",A,,,,,,,,,
74388,骄,,骄,"高,态度",A,,,,,,,,,
74390,傲,,傲,"高,态度",A,,,,,,,,,
74396,谦虚,,谦虚,"态度,低",A,,,,,,,,,
74400,谦逊,,谦逊,"态度,低",A,,,,,,,,,
74403,谦恭,,谦恭,"态度,低",A,,,,,,,,,
74429,热情,,热情,"心情,兴奋",N,,,,,,,,,
74434,狂热,,狂热,"兴奋,热,很",A,,,,,,,,,
74436,热忱,,热忱,"心情,热",A,,,,,,,,,
74448,强,5,强手,"某,强",N,,,,,,,,,
74449,有力,,有力,"强,力",A,,,,,,,,,
74454,雄,2,强,强,A,,,,,,,,,
74455,强有力,,强有力,"强,力",A,,,,,,,,,
74457,劲,2,强,强,A,,,,,,,,,
74466,所向无敌,,所向无敌,"强,无,阻止",A,,,,,,,,,
74489,弱势,,弱势,"弱,显示N",N,,,,,,,,,
74491,强势,,强势,"强,显示N",A,,,,,,,,,
74493,单薄,,单薄,"弱,少",A,,,,,,,,,
74509,弱小,,弱小,"弱,小",A,,,,,,,,,
74511,巩固,,巩固,"固定V,更",V,,,,,,,,,
74515,牢固,,牢固,"固定,强",A,,,,,,,,,
74519,稳固,,稳固,固定,A,,,,,,,,,
74521,牢,1,牢固,"固定,强",A,,,,,,,,,
74534,雄伟,,雄伟,"大,强",A,,,,,,,,,
74536,雄壮,,雄壮,"大,强",A,,,,,,,,,
74540,峥嵘,,峥嵘,"大,强",A,,,,,,,,,
74542,宏伟,,宏伟,"大,强,很",A,,,,,,,,,
74546,悲壮,,悲壮,"强,悲伤",A,,,,,,,,,
74548,宏,,宏,"大,强",A,,,,,,,,,
74564,声势浩大,,声势浩大,"多,强",A,,,,,,,,,
74571,磅礴,,磅礴,"大,强",A,,,,,,,,,
74575,雄心勃勃,,雄心勃勃,"旺盛,希望,天然",A,,,,,,,,,
74585,刚健,,刚健,强,A,,,,,,,,,
74591,苍老,,苍老,"旧,很",A,,,,,,,,,
74597,刚劲,,刚劲,强,A,,,,,,,,,
74611,固执,,固执,"固定,认为N",A,,,,,,,,,
74613,顽固,,顽固,固定,A,,,,,,,,,
74615,执着,,执着,"固定,认为N",A,,,,,,,,,
74619,拘泥,,拘泥,"灵活,反",A,,,,,,,,,
74634,死,2,死的 ,"ZA,死",A,,,,,,,,,
74635,死,3,死板,"灵活,反",A,,,,,,,,,
74636,死,4,极,很,D,,,,,,,,,
74637,呆板,,呆板,"灵活,反",A,,,,,,,,,
74651,巧,1,灵巧,"好,灵活",A,,,,,,,,,
74653,灵,1,灵活,灵活,A,,,,,,,,,
74655,灵巧,,灵巧,灵活,A,,,,,,,,,
74662,乖巧,,乖巧,"喜欢,使,灵活",A,,,,,,,,,
74678,血亲,,血亲,"人,关系,血",A,,,,,,,,,
74680,嫡,,嫡,"人,关系,家,关系,血",A,,,,,,,,,
74682,同胞,1,(族),"人,民族,也V",N,,,,,,,,,
74686,堂,2,堂兄,"ZA,也V,父亲,父亲",A,,,,,,,,,
74692,干,5,认养的,"ZA,同意",A,,,,,,,,,
74693,继,3,义,"承担,继续",A,,,,,,,,,
74694,养,3,义,"ZA,同意",A,,,,,,,,,
74695,义,,义,意思,A,,,,,,,,,
74697,姻,,姻,"关系,结婚",A,,,,,,,,,
74706,友爱,,友爱,友好,A,,,,,,,,,
74731,熟识,,熟识,"知道,又V",A,,,,,,,,,
74733,面熟,,面熟,"知道,清楚,面",A,,,,,,,,,
74735,亲疏,,亲疏,"关系,松,紧",A,,,,,,,,,
74750,密,2,秘密,秘密D,D,,,,,,,,,
74752,亲密,,亲密,"友好,紧",A,,,,,,,,,
74754,亲,2,亲密,"友好,紧",A,,,,,,,,,
74755,亲,3,亲的,"ZA,模仿，生物",A,,,,,,,,,
74758,恩爱,,恩爱,"紧,喜欢",A,,,,,,,,,
74760,亲爱,,亲爱,"喜欢,紧",A,,,,,,,,,
74773,体贴,,体贴,"帮助,认真,详细",A,,,,,,,,,
74814,缠绵,,缠绵,"感情,紧,多",A,,,,,,,,,
74820,敌对,,敌对,"对待,斗争",V,,,,,,,,,
74828,好斗,,好斗,"斗争,喜欢",A,,,,,,,,,
74832,不和,,不和,"友好,不",A,,,,,,,,,
74837,疏,3,生疏,"不A,A知道",A,,,,,,,,,
74850,陌生,,陌生,"知道,又V,反",A,,,,,,,,,
74852,生,3,陌生,"不A,知道",A,,,,,,,,,
74863,懒,,懒,"努力,反",A,,,,,,,,,
74865,懒惰,,懒惰,"努力,反",A,,,,,,,,,
74871,懈怠,,懈怠,"努力,反",A,,,,,,,,,
74904,用心,,用心,"认真,努力",A,,,,,,,,,
74908,用功,,用功,"做,努力",V,,,,,,,,,
74920,辛勤,,辛勤,"努力,难",A,,,,,,,,,
74922,勤,1,勤奋,"努力,主动",A,,,,,,,,,
74924,勤,2,常常,常常,D,,,,,,,,,
74927,勤奋,,勤奋,"努力,主动",A,,,,,,,,,
74929,勤快,,勤快,"努力,主动",A,,,,,,,,,
74935,吃苦耐劳,,吃苦耐劳,"努力,主动",A,,,,,,,,,
74937,努,,努,"努力,主动",A,,,,,,,,,
74955,生,5,学生,"人,学习",N,,,,,,,,,
74956,荒,1,缺少,缺少A,A,,,,,,,,,
74958,熟练,,熟练,"熟,做",A,,,,,,,,,
74960,熟,2,熟悉,"ZA,知道,又V",A,,,,,,,,,
74965,得心应手,,得心应手,"做,熟,很",A,,,,,,,,,
74967,在行,,在行,"熟,做",A,,,,,,,,,
74973,训练有素,,训练有素,"熟,做",A,,,,,,,,,
74987,持久,,持久,"长,时间,一直",A,,,,,,,,,
75011,轻,1,轻,"弱,重量",A,,,,,,,,,
75018,轻轻,,轻轻,弱,A,,,,,,,,,
75022,轻快,,轻快,"快,重量,弱",A,,,,,,,,,
75030,重,1,重,"强,重量",A,,,,,,,,,
75032,重,2,严重,"强,重要",A,,,,,,,,,
75037,沉,2,沉重,"强,重量",A,,,,,,,,,
75040,沉甸甸,,沉甸甸,"强,重量",A,,,,,,,,,
75042,浊,,浊,"乱,清楚,反",A,,,,,,,,,
75046,混浊,,混浊,"乱,清楚,反",A,,,,,,,,,
75048,浑,1,浑浊,"清楚,不,乱",A,,,,,,,,,
75052,透明,,透明,"可以A,经过,光",A,,,,,,,,,
75058,晶亮,,晶亮,"强,光,。,可以A,经过,光",A,,,,,,,,,
75060,透亮,,透亮,"可以A,经过,光",A,,,,,,,,,
75062,水汪汪,,水汪汪,"光A,水",A,,,,,,,,,
75068,清,1,清澈,"清楚,经过,光",A,,,,,,,,,
75070,清,2,清楚,清楚,A,,,,,,,,,
75071,纯净,,纯净,"干净,只A",A,,,,,,,,,
75074,清澈,,清澈,"清楚,经过,光",A,,,,,,,,,
75078,明净,,明净,"干净,清楚",A,,,,,,,,,
75080,澈,,澈,"清楚,经过,光",A,,,,,,,,,
75101,光荣,2,荣耀,"好,荣誉",A,,,,,,,,,
75103,荣,,荣,"荣誉,好",A,,,,,,,,,
75105,荣幸,,荣幸,"运气,荣誉,好",A,,,,,,,,,
75115,可耻,,可耻,"荣誉,坏",A,,,,,,,,,
75122,渺小,,渺小,"小,很",A,,,,,,,,,
75124,不起眼,,不起眼,"清楚,不",A,,,,,,,,,
75133,伟大,,伟大,"好,大,很",A,,,,,,,,,
75135,高大,,高大,"大,高",A,,,,,,,,,
75141,伟,,伟,"好,大,很",A,,,,,,,,,
75145,惊天动地,,惊天动地,"影响,强,很",A,,,,,,,,,
75149,脆,1,脆,"ZA,容易,分",A,,,,,,,,,
75151,酥,,酥,"软,弱",A,,,,,,,,,
75163,耐寒,,耐寒,"可以A,承担,冷",A,,,,,,,,,
75183,固,1,固定的,固定,A,,,,,,,,,
75188,坚韧,,坚韧,"软,固定",A,,,,,,,,,
75190,韧,,韧,"软,固定",A,,,,,,,,,
75196,柔软,,柔软,软,A,,,,,,,,,
75198,柔,,柔,软,A,,,,,,,,,
75202,绵,,绵,软,A,,,,,,,,,
75208,坚硬,,坚硬,"硬,很",A,,,,,,,,,
75210,硬梆梆,,硬梆梆,"硬,很",A,,,,,,,,,
75215,僵,,僵,硬,A,,,,,,,,,
75217,僵硬,,僵硬,硬,A,,,,,,,,,
75219,冻僵,,冻僵,"硬,冷V",V,,,,,,,,,
75230,硬,2,强固,"固定,强",A,,,,,,,,,
75231,坚,2,硬,硬,A,,,,,,,,,
75242,狠,1,狠毒,"恶,怒",A,,,,,,,,,
75244,辣,2,凶狠,"恶,很",A,,,,,,,,,
75247,毒,3,恶,"恶,坏V",A,,,,,,,,,
75250,毒辣,,毒辣,"恶,坏V",A,,,,,,,,,
75252,刻毒,,刻毒,"恶,坏V,认真,太",A,,,,,,,,,
75271,万恶,,万恶,"恶,很",A,,,,,,,,,
75273,无恶不作,,无恶不作,"恶,很",A,,,,,,,,,
75275,罪大恶极,,罪大恶极,"恶,很",A,,,,,,,,,
75287,残忍,,残忍,"恶,坏V",A,,,,,,,,,
75289,血腥,,血腥,"ZA,血,味",A,,,,,,,,,
75293,酷,2,残酷,"恶,坏V",A,,,,,,,,,
75298,阴,2,反,反,A,,,,,,,,,
75300,险,1,(名词),危险N,N,,,,,,,,,
75302,险恶,,险恶,"恶,危险",A,,,,,,,,,
75306,恶,1,坏,坏,A,,,,,,,,,
75307,恶,5,坏,"ZN,坏",N,,,,,,,,,
75309,恶,3,粗野,ZA，尊重，反,D,,,,,,,,,
75310,恶,4,厌恶,"喜欢,反",A,,,,,,,,,
75311,凶,1,凶恶,"恶,怒",A,,,,,,,,,
75313,凶恶,,凶恶,"恶,怒",A,,,,,,,,,
75315,凶狠,,凶狠,"恶,怒",A,,,,,,,,,
75321,狰狞,,狰狞,"怕,恶",A,,,,,,,,,
75336,无义,,无义,"道德,缺少A",A,,,,,,,,,
75340,苛刻,,苛刻,"认真,太",A,,,,,,,,,
75342,苛,,苛,"认真,太",A,,,,,,,,,
75348,忠厚,,忠厚,"真,善,风格",A,,,,,,,,,
75357,憨,,憨,诚实,A,,,,,,,,,
75359,敦厚,,敦厚,"真,善,风格",A,,,,,,,,,
75368,朴实,,朴实,"真,节约,风格",A,,,,,,,,,
75378,仁,1,仁慈,善,A,,,,,,,,,
75384,慈,,慈,善,A,,,,,,,,,
75388,仁慈,,仁慈,善,A,,,,,,,,,
75392,手软,,手软,善,A,,,,,,,,,
75400,善,2,好,好,A,,,,,,,,,
75401,善良,,善良,善,A,,,,,,,,,
75405,薄,1,薄,"细,片",A,,,,,,,,,
75407,扁,,扁,"细,块",A,,,,,,,,,
75413,厚,1,宽,"粗,片",A,,,,,,,,,
75420,浅,1,浅,"短,里",A,,,,,,,,,
75422,深,1,深,"长,里",A,,,,,,,,,
75423,幽,,幽,"弱,光",A,,,,,,,,,
75430,深邃,2,深,"长,里",A,,,,,,,,,
75437,急性,1,性急,"快,紧",A,,,,,,,,,
75440,急躁,,急躁,"乱,时间,紧",A,,,,,,,,,
75442,性急,,性急,"乱,时间,紧",A,,,,,,,,,
75446,浮躁,,浮躁,乱,A,,,,,,,,,
75448,野,1,天然,天然,A,,,,,,,,,
75450,野,2,粗野,粗野,A,,,,,,,,,
75451,粗野,,粗野,"自由D,风格",A,,,,,,,,,
75455,浮,2,浮躁,"不A,A固定",A,,,,,,,,,
75461,粗心,,粗心,"认真,反",A,,,,,,,,,
75463,粗心大意,,粗心大意,"认真,反",A,,,,,,,,,
75467,粗,3,粗略,简单,A,,,,,,,,,
75478,草,2,马虎,"认真,反",A,,,,,,,,,
75479,马虎,,马虎,"认真,反",A,,,,,,,,,
75481,漫不经心,,漫不经心,"认真,反",A,,,,,,,,,
75485,草草,,草草,"认真,反",A,,,,,,,,,
75487,掉以轻心,,掉以轻心,"认真,注意,反",A,,,,,,,,,
75490,潦草,,潦草,"乱,认真,不",A,,,,,,,,,
75492,荒唐,,荒唐,"错,特殊,太",A,,,,,,,,,
75494,荒诞,,荒诞,"错,特殊,太",A,,,,,,,,,
75498,轻率,,轻率,"认真,注意,反",A,,,,,,,,,
75500,贸然,,贸然,"不,D认真",A,,,,,,,,,
75502,冒失,,冒失,"认真,注意,反",A,,,,,,,,,
75504,昧,,昧,"按照V,反",A,,,,,,,,,
75506,冒昧,,冒昧,"认真,注意,反",A,,,,,,,,,
75508,鲁莽,,鲁莽,"认真,注意,反",A,,,,,,,,,
75519,鲁,1,鲁莽,"认真,注意,反",A,,,,,,,,,
75525,谨慎,,谨慎,"认真,注意",A,,,,,,,,,
75531,慎,,慎,"认真,注意",A,,,,,,,,,
75533,谨,,谨,"认真,注意",A,,,,,,,,,
75537,兢兢业业,,兢兢业业,"认真,注意",A,,,,,,,,,
